name,awards,publications,education
Tchou,0,0,
Teevan,1,0,"Teevan received a B.S. in Computer Science from Yale University. As an undergraduate, she sold her senior thesis to Infoseek, an early web search engine. In it she invented an early approach to using the web link graph to support information seeking.[1]
"
Teng,3,0,
Tesler,0,0,
Tevanian,0,0,
Thacker,1,0,
Thalmann,3,0,
Thompson,9,0,"Thompson was born in New Orleans, Louisiana. When asked how he learned to program, Thompson stated, ""I was always fascinated with logic and even in grade school I'd work on arithmetic problems in binary, stuff like that. Just because I was fascinated.""[3]
"
Thrun,1,0,"Thrun was born in 1967 in Solingen, Germany (former West Germany), the son of Winfried and Kristin (Grüner) Thrun. He completed his Vordiplom (intermediate examination) in computer science, economics, and medicine at the University of Hildesheim in 1988.  At the University of Bonn, he completed a Diplom (first degree) in 1993 and a Ph.D. (summa cum laude) in 1995 in computer science and statistics.[3]Later in his career, he was awarded many honorary Ph.D. degrees from European universities, including his first alma mater.[11]
"
Tichy,0,0,
Toda,0,0,
Toh,3,0,
Torvalds,0,0,
Quevedo,1,1,"In the last years of his life, Torres turned his attention to the field of educational disciplines, to investigate those elements or machines that could help educators in their task. From 1922 to 1930 he patented improvements on typewriters,[124] marginal pagination of manuals,[125] and, especially, the ""Puntero Proyectable"" (""Projectable Pointer""),[126] and the ""Proyector Didáctico"" (""Didactic Projector"").[127] The Projectable Pointer was based on the shadow produced by an opaque body that moves close to the projected plate, being this shadow used as a pointer. To do this, he designed an articulated system that allowed the speaker to move a point or points next to the projection plate, at will, which made it possible to mark the areas of interest on the transparency.[128] The Didactic Projector improved the way slides were placed on glass plates for projection.[129]
"
Toussaint,0,0,
Townsend,0,3,
Tozer,0,4,
Traub,0,4,
Tucker,0,0,
Tukey,7,12,
Turing,4,0,"Turing was born in Maida Vale, London, while his father, Julius Mathison Turing was on leave from his position with the Indian Civil Service (ICS) of the British Raj government at Chatrapur, then in the Madras Presidency and presently in Odisha state, in India.[15][16] Turing's father was the son of a clergyman, the Rev. John Robert Turing, from a Scottish family of merchants that had been based in the Netherlands and included a baronet. Turing's mother, Julius's wife, was Ethel Sara Turing (née Stoney), daughter of Edward Waller Stoney, chief engineer of the Madras Railways. The Stoneys were a Protestant Anglo-Irish gentry family from both County Tipperary and County Longford, while Ethel herself had spent much of her childhood in County Clare.[17] Julius and Ethel married on 1 October 1907 at Bartholomew's church on Clyde Road, in Dublin.[18]
"
Turner,0,12,
Turoff,5,5,
Ullman,12,0,
Valiant,6,0,"Valiant was educated at King's College, Cambridge,[14][6] Imperial College London,[14][6] and the University of Warwick where he received a PhD in computer science in 1974.[15][1]
"
Vapnik,1,6,"Vladimir Vapnik was born to a Jewish family[3] in the Soviet Union. He received his master's degree in mathematics from the Uzbek State University, Samarkand, Uzbek SSR in 1958 and Ph.D in statistics at the Institute of Control Sciences, Moscow in 1964. He worked at this institute from 1961 to 1990 and became Head of the Computer Science Research Department.[4]
"
Vardi,7,0,"Vardi was an undergraduate student at Bar-Ilan University and received his Master of Science degree from the Weizmann Institute of Science.[4] His PhD was supervised by Catriel Beeri and awarded by the Hebrew University of Jerusalem in 1981.[3]
"
Vaughan,0,0,
Vauquois,0,2,
Vazirani,6,4,
Veloso,7,0,"Manuela Veloso received her Licenciatura and Master of Science degree in electrical engineering from Lisbon's Instituto Superior Técnico in 1980 and 1984 respectively. She then attended Boston University, and received a Master of Arts in computer science in 1986.[citation needed] She moved to Carnegie Mellon University and received her Ph.D. in computer science there in 1992. Her thesis Learning by Analogical Reasoning in General Purpose Problem Solving was supervised by Jaime Carbonell.[3]
"
Vernadat,0,7,
Veryard,0,6,
Vilkomir,6,6,
Vitanyi,0,0,
Viterbi,2,0,"Viterbi attended the Boston Latin School, and then entered Massachusetts Institute of Technology (MIT) in 1952, studying electrical engineering. He received both BS and MS in electrical engineering in 1957 from MIT. He was elected to membership in the honor society Eta Kappa Nu in 1956 through the MIT chapter.
"
Vitter,0,0,"Vitter was born and raised in New Orleans, Louisiana. He earned a Bachelor of Science in mathematics with highest honors from the University of Notre Dame in 1977, a Ph.D. in computer science from Stanford University under the supervision of Donald Knuth in 1980 and a master of business administration from Duke University in 2002.
"
Vixie,0,1,
Wada,0,0,
Wagner,0,0,
Waltz,2,0,"Waltz was born in Boston, Massachusetts in 1943. He attended the Massachusetts Institute of Technology (MIT) where, as a student of artificial intelligence pioneer Marvin Minsky, he was part of the MIT Artificial Intelligence Laboratory and received S.B. (1965), M.S. (1968) and Ph.D. (1972) degrees, all in Electrical Engineering.
"
Wang,0,2,"Wang received a summa cum laude bachelor's degree in mathematics and computer science from the University of Minnesota (advisor: Dennis Hejhal), an M.S. in mathematics and an M.S. in computer science, both from Stanford University, and a Ph.D. degree in medical information sciences from Stanford University's Biomedical Informatics and Database groups (advisor: Gio Wiederhold, committee members: Hector Garcia-Molina and Stephen T.C. Wong).
"
Ward,0,0,
Warmuth,2,1,"After studying computer science at the University of Erlangen–Nuremberg, earning a diploma in 1978, Warmuth went to the University of Colorado Boulder for graduate study, earning a master's degree there in 1980 and completing his Ph.D. in 1981.[2] His doctoral dissertation, Scheduling on Profiles of Constant Breadth, was supervised by Harold N. Gabow.[3]
"
Warren,0,0,"Warren received a Ph.D.[1] in artificial intelligence from the University of Edinburgh in 1977 under advisor Robert Kowalski, and (a second advisor) Donald Michie.[2]
"
Warwick,4,5,
Weglarz,0,0,
Wadler,4,0,"Wadler received a Bachelor of Science degree in mathematics from Stanford University in 1977, and a Master of Science degree in computer science from Carnegie Mellon University in 1979.[6] He completed his Doctor of Philosophy in computer science at Carnegie Mellon University in 1984. His thesis was entitled ""Listlessness is better than laziness"" and was supervised by Nico Habermann.[7][8]
"
Wegner,3,0,"Wegner was educated at the University of Cambridge and received a Post-Graduate Diploma in Numerical Analysis and Automatic Computing in 1954, at a time when there were no PhD programs in computer science.[2] He was awarded a PhD from the University of London in 1968 for his book Programming Languages, Information Structures, and Machine Organization, with Maurice Wilkes listed as his supervisor.[10][1]
"
Wegstein,0,5,
Weinberger,0,0,
Weiser,0,0,"Weiser was born in Chicago, Illinois, to David and Audra Weiser. He grew up in Stony Brook, New York.[1] He moved to Sarasota, Florida, to study philosophy at New College of Florida but dropped out in his second year when he ran out of money.[1] He then moved to Ann Arbor, Michigan, where he found a job as a computer programmer.[1] While working as a computer programmer he began taking computer science classes and excelled to the point that he was directly admitted into a master's program at the University of Michigan.[1] He studied Computer and Communication Science at the University of Michigan, receiving an M.A. in 1976, and a Ph.D. in 1979.[1]
"
Weizenbaum,0,0,
Wheeler,6,0,"Wheeler was born in Birmingham, England, the second of the three children of (Agnes) Marjorie, née Gudgeon, and Arthur Wheeler, a press tool maker, engineer, and proprietor of a small shopfitting firm.[17] He was educated at a local primary school in Birmingham and then went on to King Edward VI Camp Hill School after winning a scholarship in 1938. His education was disrupted by World War II, and he completed his sixth form studies at Hanley High School.[17] In 1945 he gained a scholarship to study the Cambridge Mathematical Tripos at Trinity College, Cambridge, graduating in 1948.[18] He was awarded the world's first[19] PhD in computer science in 1951.[19][20]
"
Westervelt,0,0,
Whittaker,2,0,
Widom,4,0,"Widom earned a BS degree in trumpet performance from the Indiana University Jacobs School of Music in 1982 and a PhD in computer science under David Gries from Cornell University in 1987.[3][4]
"
Wiederhold,7,0,"Gio Wiederhold was born June 24, 1936, in Varese, Italy.[1] He graduated C.Ae. cum laude in Aeronautical Engineering from the TMS Technicum in Rotterdam, Netherlands in 1957. From 1957 to 1958 he did graduate work at the Technische Hogeschool in Delft. He emigrated to the United States in 1958. Since 1966 he had been married to Voy Yat Jew.
"
Wiener,1,10,
Wijngaarden,4,0,
Wilkes,0,7,
Wilkes,5,8,"Wilkes was born in Dudley, Worcestershire, England[13] the only child of Ellen (Helen), née Malone (1885–1968) and Vincent Joseph Wilkes (1887–1971), an accounts clerk at the estate of the Earl of Dudley.[14] He grew up in Stourbridge, West Midlands, and was educated at King Edward VI College, Stourbridge. During his school years he was introduced to amateur radio by his chemistry teacher.[15]
"
Wilks,16,0,
Wilkinson,3,0,"Born in Strood, England, he won a Foundation Scholarship to Sir Joseph Williamson's Mathematical School in Rochester.[6] He studied the Cambridge Mathematical Tripos at Trinity College, Cambridge, where he graduated as Senior Wrangler.[7]
"
Wilson,6,0,"Wilson was born in 1957 and brought up in Leeds, Yorkshire. Her parents were both teachers, with her father specialising in English and her mother in physics.[3] From 1975,[11] she studied computer science and the Mathematical Tripos at Selwyn College, University of Cambridge[4] and was a member of their Microprocessor society.[12]
"
Winograd,0,0,
Winograd,1,5,"Winograd grew up in Colorado and graduated from Colorado College in 1966. He wrote SHRDLU as a PhD thesis at MIT in the years from 1968–70. In making the program Winograd was concerned with the problem of providing a computer with sufficient ""understanding"" to be able to use natural language. Winograd built a blocks world, restricting the program's intellectual world to a simulated ""world of toy blocks"". The program could accept commands such as, ""Find a block which is taller than the one you are holding and put it into the box"" and carry out the requested action using a simulated block-moving  arm. The program could also respond verbally, for example, ""I do not know which block you mean."" The SHRDLU program can be viewed historically as one of the classic examples of how difficult it is for a programmer to build up a computer's semantic memory by hand and how limited or ""brittle"" such programs are.[4]
"
Winston,7,7,
Wirth,5,6,
Wiseman,0,0,"Born in Cowlinge near Newmarket, Suffolk, Wiseman joined the Pye electronics company in Cambridge as an apprentice in 1950. 1954–1957 he studied for a BSc (Eng) degree in electrical engineering at Queen Mary College, University of London. During this time he started working for the Mathematical Laboratory, Cambridge during his vacations, e.g. on the construction of a high speed photo-electric paper tape reader. His ability recognised, arrangements were made for him to spend two years at the University of Illinois to study for a master's degree in electrical engineering (awarded 1959). Here he worked as a research assistant in the Digital Computer Laboratory on the design of circuits for the new Illinois computer. On his return to Britain his call-up for National Service was deferred to enable him to take employment with Elliott Brothers (London) Ltd at Borehamwood, Hertfordshire – on behalf of the Ministry of Aviation. He worked for two years at Elliott Brothers as research engineer in charge of the advanced circuits and logical techniques group in the Data Processing Laboratory. It was here that he started working with tunnel diodes, which showed great promise as a high-speed technology.
"
Wisnosky,0,7,
Wolfram,4,0,"Wolfram was educated at Eton College, but left prematurely in 1976.[15] As a young child, Wolfram had difficulties learning arithmetic.[16] He entered St. John's College, Oxford, at age 17 and left in 1978[17] without graduating[18][19] to attend the California Institute of Technology the following year, where he received a PhD[20] in particle physics in 1980.[21] Wolfram's thesis committee was composed of Richard Feynman, Peter Goldreich, Frank J. Sciulli and Steven Frautschi, and chaired by Richard D. Field.[21][22]
"
Woodger,0,0,
Woodward,3,0,
Worsley,0,0,
Wozniak,0,0,
Wu,0,0,
Wulf,0,8,"Born in Chicago, Wulf attended the University of Illinois Urbana–Champaign, receiving a Bachelor of Science (B.S.) in engineering physics in 1961 and an Master of Science (M.S.) in electrical engineering in 1963. He then achieved the first Doctor of Philosophy (Ph.D.) in computer science from the University of Virginia in 1968.
"
Yannakakis,1,0,"Yannakakis was born in Athens, Greece in 1953 and attended Varvakeio High School for his early education. He graduated from the National Technical University of Athens in 1975 with a diploma in Electrical Engineering, and then earned his PhD in Computer Science from Princeton University in 1979.[1] His dissertation was entitled ""The Complexity of Maximum Subgraph Problems"".[4]
"
Yao,1,0,"Yao was born in Shanghai, China. He completed his undergraduate education in physics at the National Taiwan University, before completing a Doctor of Philosophy in physics at Harvard University in 1972, and then a second PhD in computer science from the University of Illinois at Urbana–Champaign in 1975.
"
Yen,2,0,
Yoneda,0,0,
Yourdon,0,22,
Yung,6,10,
Zadeh,4,12,"Zadeh became the Chair of Department of Electrical Engineering at the University of California, Berkeley, in 1963. One of the lasting impacts of his leadership in this role is the expansion and the integration of computer science. He initiated and completed (in 1968) the transformation of the Electrical Engineering department at UC Berkeley to the Department of Electrical Engineering and Computer Science (EECS). This strategic move not only led UC Berkeley's advancement into the top ranks of computer science education and research, but also led other research universities globally to add computer science to their electrical engineering departments. 
In 1973, Lotfi Zadeh received the prestigious (Institute of Electronic and Electrical Engineers) IEEE Education Award, largely in recognition of his performance as chair of EE and then EECS. Other important services to UC Berkeley include his Academic Senate committee memberships: Academic Planning & Resource Allocation (1992–95); Committees (1969–70; 1980–81); Courses of Instruction (1975–80); and Faculty Awards (1990–92). Professor Zadeh graduated more than 50 PhD students, many of whom went on to become leaders in various areas of engineering, management and information sciences.[30]
"
Zantema,0,2,
Zaman,0,0,
Zdonik,0,0,"Zdonik has received a number of non-honorary degrees during his career, all from MIT.[7]
"
Zedan,0,13,
Zilberstein,0,6,
